sigma,F_meas,F_fit,residual
1744.298,-0.745682656964137,-0.387796708246721,-0.357885948717416
1744.78,-0.725275257653619,-0.387938590396849,-0.33733666725677
1745.262,-0.728864644446908,-0.388023147832882,-0.340841496614026
1745.744,-0.734319672039337,-0.388050366230485,-0.346269305808853
1746.227,-0.724308186208111,-0.388020117946964,-0.336288068261146
1746.709,-0.702100027870637,-0.387932531510937,-0.3141674963597
1747.191,-0.710518534301999,-0.387787615856563,-0.322730918445436
1747.673,-0.676383320113702,-0.387585391848699,-0.288797928265003
1748.155,-0.670751849896432,-0.387325889140312,-0.28342596075612
1748.637,-0.635038048220071,-0.387009146167929,-0.248028902052142
1749.119,-0.625984279633785,-0.386635210145747,-0.239349069488039
1749.601,-0.611722648666028,-0.386204137058389,-0.225518511607639
1750.083,-0.60158450982461,-0.385715991652321,-0.215868518172289
1750.566,-0.582085775266549,-0.385169657226766,-0.196916118039783
1751.048,-0.565870122673486,-0.384567478426413,-0.181302644247073
1751.53,-0.566768925615982,-0.383908474209599,-0.182860451406383
1752.012,-0.547820908519677,-0.383192744275523,-0.164628164244154
1752.494,-0.555835275789788,-0.382420397022151,-0.173414878767637
1752.976,-0.534606401811164,-0.381591549529585,-0.15301485228158
1753.458,-0.525264930948321,-0.380706327542116,-0.144558603406205
1753.94,-0.5081489875455,-0.379764865448939,-0.12838412209656
1754.423,-0.51153382228566,-0.378765178429637,-0.132768643856023
1754.905,-0.503392425381724,-0.377711557861989,-0.125680867519735
1755.387,-0.489771238858143,-0.376602152354202,-0.113169086503941
1755.869,-0.451310486978432,-0.375437130673522,-0.0758733563049097
1756.351,-0.450543883986048,-0.374216670115806,-0.0763272138702426
1756.833,-0.446407304104445,-0.372940956478339,-0.0734663476261061
1757.315,-0.438493231537105,-0.371610184031348,-0.066883047505757
1757.797,-0.415906110467592,-0.370224555488204,-0.0456815549793878
1758.28,-0.41472501067817,-0.368781237202585,-0.045943773475585
1758.762,-0.395234143772379,-0.367286425541184,-0.027947718231195
1759.244,-0.389020030804563,-0.365737416746695,-0.0232826140578677
1759.726,-0.351161515879012,-0.364134446998549,0.0129729311195367
1760.208,-0.382176063080312,-0.36247776075097,-0.0196983023293416
1760.69,-0.3385336964734,-0.360767610695493,0.0222339142220929
1761.172,-0.332385850103611,-0.359004257722203,0.0266184076185918
1761.654,-0.294387727996714,-0.357187970879737,0.062800242883023
1762.136,-0.298507214158956,-0.355319027334027,0.0568118131750707
1762.619,-0.313930786768509,-0.353393671957173,0.0394628851886635
1763.101,-0.266489970182132,-0.351420171022537,0.0849302008404048
1763.583,-0.266353763775147,-0.349394893788268,0.0830411300131211
1764.065,-0.24987611147613,-0.347318149468506,0.0974420379923757
1764.547,-0.251169597194369,-0.345190255169762,0.0940206579753927
1765.029,-0.243671074819897,-0.343011535842276,0.0993404610223795
1765.511,-0.224589248223534,-0.340782324230201,0.116193076006667
1765.993,-0.204685871256938,-0.338502960820559,0.133817089563621
1766.476,-0.183441892345833,-0.336168909969134,0.152727017623301
1766.958,-0.191302764953786,-0.333790192921059,0.142487427967273
1767.44,-0.160282718639785,-0.331362392227551,0.171079673587766
1767.922,-0.157278177179244,-0.328885878828832,0.171607701649589
1768.404,-0.164653324328619,-0.326361031135116,0.161707706806497
1768.886,-0.135936633825462,-0.323788234968566,0.187851601143104
1769.368,-0.136278069388482,-0.321167883504144,0.184889814115663
1769.85,-0.113116164717567,-0.318500377209313,0.205384212491746
1770.333,-0.09940201899418,-0.315780444244518,0.216378425250338
1770.814,-0.09116772937967,-0.313025538091168,0.221857808711498
1771.297,-0.0479216593231122,-0.310213172074075,0.262291512750963
1771.779,-0.0414728692538482,-0.307361100900884,0.265888231647036
1772.261,0.003551832823117,-0.304463985345826,0.308015818168943
1772.743,-0.0101922966801027,-0.301522268317519,0.291329971637416
1773.225,0.0306937586671125,-0.298536399564124,0.329230158231237
1773.707,0.0507870853138606,-0.295506835604365,0.346293920918226
1774.189,0.0594677697276431,-0.292434039657535,0.351901809385178
1774.671,0.0530469583943542,-0.289318481572446,0.3423654399668
1775.154,0.0781666230031881,-0.286154042590219,0.364320665593407
1775.636,0.0979544807348205,-0.282954309710477,0.380908790445298
1776.118,0.0862314822797252,-0.279713264312361,0.365944746592086
1776.6,0.108595384196928,-0.276431402045361,0.385026786242289
1777.082,0.0973018430635975,-0.273109224818158,0.370411067881756
1777.564,0.102430245475034,-0.269747240721638,0.372177486196673
1778.046,0.136007858044614,-0.266345963950986,0.4023538219956
1778.528,0.124074487403746,-0.262905914726823,0.386980402130569
1779.01,0.14856116020184,-0.25942761921545,0.40798877941729
1779.493,0.166521707291583,-0.255904275990329,0.422425983281911
1779.975,0.183517717952579,-0.252351013215248,0.435868731167827
1780.457,0.19727909210145,-0.248761118648008,0.446040210749458
1780.939,0.197568436459193,-0.245135141433359,0.442703577892552
1781.421,0.207979007764564,-0.241473636249238,0.449452644013802
1781.903,0.202133972774075,-0.237777163221732,0.439911135995806
1782.385,0.237415398261927,-0.234046287839152,0.471461686101078
1782.867,0.235171511019967,-0.230281580865346,0.465453091885313
1783.35,0.257535679576073,-0.22647570449476,0.484011384070833
1783.832,0.26563194823191,-0.222645000111599,0.488276948343509
1784.314,0.293118014632462,-0.218782208423719,0.511900223056182
1784.796,0.308363245639814,-0.214887920424035,0.523251166063849
1785.278,0.304587258133477,-0.210962731935356,0.515549990068833
1785.76,0.307017969010385,-0.20700724351901,0.514025212529395
1786.242,0.329232715184808,-0.203022060382748,0.532254775567556
1786.724,0.344965163588348,-0.199007792287954,0.543972955876302
1787.207,0.329283770000977,-0.194956636864291,0.524240406865268
1787.689,0.333399964586821,-0.190885988744271,0.524285953331092
1788.171,0.356362252293813,-0.186788112629709,0.543150364923522
1788.653,0.368369080122438,-0.182663635563194,0.551032715685632
1789.135,0.38182675509027,-0.178513188666525,0.560339943756795
1789.617,0.397890034231981,-0.174337407043898,0.572227441275879
1790.099,0.404655854599238,-0.170136929684555,0.574792784283793
1790.581,0.430227163260707,-0.165912399364759,0.596139562625466
1791.063,0.456689747301994,-0.161664462549242,0.618354209851235
1791.546,0.465959570178732,-0.157384885730163,0.623344455908896
1792.028,0.480528437109349,-0.153092044400166,0.633620481509515
1792.51,0.499981300771914,-0.148777758471783,0.648759059243697
1792.992,0.516079138319412,-0.144442688173564,0.660521826492976
1793.474,0.522897266921586,-0.140087496921314,0.6629847638429
1793.956,0.541155053764847,-0.135712851216332,0.676867904981178
1794.438,0.563599396052279,-0.131319420543209,0.694918816595488
1794.92,0.564867071003572,-0.126907877267186,0.691774948270758
1795.403,0.58265174848831,-0.122469690117887,0.705121438606196
1795.885,0.566089331251511,-0.118023915673675,0.684113246925187
1796.367,0.56908120843126,-0.113562063387071,0.682643271818331
1796.849,0.589418757313307,-0.109084816115612,0.698503573428919
1797.331,0.605081055199836,-0.104592859077614,0.709673914277451
1797.813,0.590173499409378,-0.100086879747115,0.690260379156493
1798.295,0.614198737276801,-0.0955675677484255,0.709766305025227
1798.777,0.611931286153254,-0.0910356147504091,0.702966900903663
1799.26,0.621261561955773,-0.0864822752440106,0.707743837199784
1799.741,0.632828596419046,-0.081936562017777,0.714765158436823
1800.224,0.633214542565284,-0.077361371978873,0.710575914544157
1800.706,0.67460261001759,-0.0727857891236457,0.747388399141236
1801.188,0.669652955472237,-0.0682010520134039,0.737854007485641
1801.67,0.679628916377286,-0.0636078623498003,0.743236778727086
1802.152,0.706896460196784,-0.0590069231306677,0.765903383327452
1802.634,0.69477031441075,-0.054398938542211,0.749169252952961
1803.116,0.720490176515117,-0.0497846138510269,0.770274790366144
1803.598,0.697512044021714,-0.0451646552959579,0.742676699317672
1804.081,0.715064629917567,-0.0405301701516183,0.755594800069185
1804.563,0.730902161489752,-0.0359010579159999,0.766803219405752
1805.045,0.75121466108947,-0.031268436753344,0.782483097842814
1805.527,0.736295086291715,-0.0266330157082085,0.762928101999924
1806.009,0.76517674468715,-0.0219955042545126,0.787172248941662
1806.491,0.743204953882081,-0.0173566121867351,0.760561566068816
1806.973,0.762638111498429,-0.0127170495110633,0.775355161009492
1807.455,0.781252345173666,-0.00807752633653712,0.789329871510203
1807.938,0.766366723180663,-0.00342913002633589,0.769795853206999
1808.42,0.789799752571025,0.0012081801858574,0.788591572385167
1808.902,0.813988431020899,0.00584331956948413,0.808145111451415
1809.384,0.806183686229659,0.0104755786938253,0.795708107535833
1809.866,0.833679345912032,0.0151042485698273,0.818575097342204
1810.348,0.844044567798079,0.0197286207588557,0.824315947039223
1810.83,0.830578719633149,0.0243479874813091,0.806230732151839
1811.312,0.829203929177829,0.0289616417251578,0.800242287452672
1811.794,0.871577514207921,0.0335688773543814,0.83800863685354
1812.277,0.886489198571464,0.0381785251240204,0.848310673447444
1812.759,0.882428768541317,0.0427707921897921,0.839657976351525
1813.241,0.879763437410343,0.0473545271140109,0.832408910296332
1813.723,0.883972223014819,0.0519290283486993,0.83204319466612
1814.205,0.911062113206029,0.056493595761859,0.85456851744417
1814.687,0.888901175850243,0.0610475307448236,0.82785364510542
1815.169,0.907360708828641,0.0655901363193812,0.84177057250926
1815.651,0.91470152003733,0.0701207172446596,0.84458080279267
1816.134,0.92375459796817,0.0746479395828502,0.84910665838532
1816.616,0.929290629930808,0.0791523644312199,0.850138265499588
1817.098,0.921759503896741,0.0836426889683711,0.83811681492837
1817.58,0.921573137821287,0.0881182259706182,0.833454911850669
1818.062,0.936550779674469,0.0925782904819086,0.843972489192561
1818.544,0.942367427440978,0.0970221999188545,0.845345227522123
1819.026,0.943837369120114,0.101449274175423,0.842388094944691
1819.508,0.954208542725784,0.105858835727208,0.848349706998575
1819.99,0.962537886286441,0.110250209735348,0.852287676551093
1820.473,0.953392533187689,0.114631775687469,0.83876075750022
1820.955,0.959277051310121,0.118984720141246,0.840292331168875
1821.437,0.967523373555796,0.123317468301784,0.844205905254012
1821.919,0.975907868011006,0.127629357109389,0.848278510901618
1822.401,0.991720042776386,0.131919726703082,0.859800316073304
1822.883,0.994448135966909,0.136187920521828,0.858260215445081
1823.365,0.975912975711815,0.140433285405183,0.835479690306631
1823.847,0.982182830154592,0.14465517169349,0.837527658461103
1824.33,1.00033644675451,0.148861616852727,0.851474829901779
1824.812,0.987031575557694,0.15303455942358,0.833997016134114
1825.294,0.987876983570551,0.157182095097633,0.830694888472918
1825.776,1.00242198899318,0.161303589217102,0.841118399776079
1826.258,1.02565149003975,0.165398411117626,0.86025307892212
1826.74,1.00813542493843,0.169465934224966,0.838669490713468
1827.222,1.0106848919314,0.173505536151098,0.8371793557803
1827.704,1.01503495927473,0.177516598789644,0.837518360485089
1828.187,1.01992773825696,0.181506738906049,0.838420999350908
1828.668,1.03747232810639,0.185450655754774,0.852021672351616
1829.151,1.02275296008774,0.18938054061693,0.833372419470809
1829.633,1.02283889211227,0.19327128911032,0.829567603001945
1830.115,1.02823578597199,0.197130474072668,0.831105311899323
1830.597,1.04035782000589,0.200957505064136,0.839400314941752
1831.079,1.04678133256663,0.204751796575631,0.842029535990997
1831.561,1.0346508820205,0.208512768118581,0.826138113901919
1832.043,1.02944765674742,0.212239844313968,0.81720781243345
1832.525,1.03913936514085,0.215932454980553,0.823206910160302
1833.008,1.02376207295467,0.219597586759941,0.80416448619473
1833.49,1.03176318432997,0.223219502636712,0.808543681693256
1833.972,1.03708254463,0.226805273354106,0.81027727127589
1834.454,1.03426764230215,0.230354350399749,0.803913291902401
1834.936,1.01765209580721,0.233866190888177,0.783785904919034
1835.418,1.0093135736193,0.23734025764406,0.771973315975242
1835.9,1.02600402422586,0.240776019284587,0.785228004941268
1836.382,1.03266163612757,0.244172950300951,0.78848868582662
1836.865,1.03941780841167,0.247537455812625,0.791880352599045
1837.347,1.02480891884795,0.250855089717948,0.773953829130004
1837.829,1.02319037615776,0.2541323514717,0.769058024686061
1838.311,1.00072958889454,0.257368739870681,0.743360849023859
1838.793,1.00025743562483,0.260563759979536,0.739693675645296
1839.275,0.986303604928231,0.263716923206636,0.722586681721595
1839.757,0.995625275397341,0.26682774737902,0.728797528018321
1840.239,0.983157675637742,0.269895756816319,0.713261918821422
1840.721,0.991230164267972,0.272920482403723,0.718309681864249
1841.204,0.989406933890187,0.275907600476668,0.713499333413519
1841.686,0.973228515570284,0.278844285465998,0.694384230104286
1842.168,0.980875541570313,0.281736318444097,0.699139223126216
1842.65,0.996866310560236,0.284583257281751,0.712283053278485
1843.132,0.981924091222773,0.287384666764821,0.694539424457951
1843.614,0.992402022253387,0.290140118661009,0.702261903592378
1844.096,0.988376972360207,0.292849191785499,0.695527780574708
1844.578,0.996722010264037,0.295511472065563,0.701210538198474
1845.061,0.986575051497979,0.298131928739869,0.68844312275811
1845.543,1.00179432155024,0.300699310713271,0.701095010836971
1846.025,0.995798035634905,0.303218700119619,0.692579335515286
1846.507,1.00137799252304,0.305689711973756,0.695688280549287
1846.989,1.00080754099821,0.308111968709123,0.692695572289084
1847.471,0.982736489856393,0.310485100235651,0.672251389620742
1847.953,0.994295237905998,0.31280874399651,0.681486493909488
1848.435,0.965528913967781,0.315082545023709,0.650446368944071
1848.917,0.969919926874848,0.317306155992531,0.652613770882317
1849.4,0.981391525257283,0.319483692985175,0.661907832272109
1849.882,0.955947568722816,0.321605806839808,0.634341761883008
1850.364,0.939763865604235,0.323676734384034,0.616087131220201
1850.846,0.931933184783638,0.325696159403338,0.6062370253803
1851.328,0.954693565155278,0.327663773580998,0.62702979157428
1851.81,0.943892185625533,0.329579276545373,0.614312909080159
1852.292,0.929533765112865,0.331442375915964,0.598091389196901
1852.774,0.910209922547786,0.333252787348242,0.576957135199544
1853.257,0.917475379149941,0.335013825489803,0.582461553660138
1853.739,0.914654429621105,0.336717929658924,0.577936499962182
1854.221,0.889983504901213,0.338368540970972,0.551614963930241
1854.703,0.906094323968649,0.339965407665995,0.566128916302653
1855.185,0.869652715813682,0.341508286225657,0.528144429588025
1855.667,0.894963479438417,0.342996941410584,0.551966538027832
1856.149,0.877149283856756,0.344431146296438,0.532718137560318
1856.631,0.859314688094386,0.34581068230871,0.513504005785677
1857.114,0.873838215820147,0.347138030319134,0.526700185501012
1857.595,0.841693082188879,0.348404915363461,0.493288166825418
1858.078,0.8374882153554,0.349621679012936,0.487866536342463
1858.56,0.843022769642481,0.35078040668209,0.492242362960391
1859.042,0.816360159050717,0.351883498623642,0.464476660427075
1859.524,0.834931672675712,0.352930787038522,0.482000885637189
1860.006,0.809924659624599,0.353922112685007,0.456002546939592
1860.488,0.810308989016008,0.35485732490314,0.455451664112868
1860.97,0.787050359980025,0.355736281637836,0.431314078342189
1861.452,0.795881421658166,0.356558849460663,0.439322572197502
1861.935,0.769701210602367,0.357326434086381,0.412374776515986
1862.417,0.788433821445668,0.358035740803859,0.430398080641809
1862.899,0.765690150494155,0.358688310068225,0.40700184042593
1863.381,0.777791566934724,0.359284043167064,0.41850752376766
1863.863,0.766015209965531,0.359822850103661,0.406192359861869
1864.345,0.74586526879596,0.360304649610804,0.385560619185156
1864.827,0.743772762646564,0.360729369163241,0.383043393483323
1865.309,0.732846080749077,0.361096944988808,0.371749135760269
1865.792,0.745945061834338,0.361407906522588,0.38453715531175
1866.274,0.731407786434151,0.361660919830326,0.369746866603824
1866.756,0.718089993046089,0.361856650635691,0.356233342410398
1867.238,0.732059940946179,0.361995070281434,0.370064870664745
1867.72,0.695299749421416,0.362076158898847,0.333223590522569
1868.202,0.692651487769758,0.362099905410807,0.330551582358951
1868.684,0.683624565300082,0.362066307533478,0.321558257766605
1869.166,0.666634701332136,0.361975371776656,0.30465932955548
1869.648,0.657517995196528,0.361827113442777,0.295690881753752
1870.131,0.665782737955702,0.361621070617848,0.304161667337854
1870.613,0.644196425760917,0.361358129426587,0.28283829633433
1871.095,0.624528689453761,0.361037964386747,0.263490725067015
1871.577,0.638807148407921,0.360660625952565,0.278146522455356
1872.059,0.612906542007781,0.360226173345692,0.252680368662089
1872.541,0.595088639648374,0.359734674546114,0.23535396510226
1873.023,0.601830830735356,0.359186206281718,0.242644624453637
1873.505,0.577989794684949,0.358580854016538,0.219408940668411
1873.988,0.558695464538708,0.357917279235949,0.200778185302759
1874.47,0.550523732735645,0.357198332744276,0.193325399991369
1874.952,0.555391422105945,0.356422811163555,0.19896861094239
1875.434,0.534467772107877,0.355590834775943,0.178876937331935
1875.916,0.543471062210124,0.354702532520814,0.18876852968931
1876.398,0.522013211891757,0.353758041974991,0.168255169916766
1876.88,0.526846260642202,0.352757509331644,0.174088751310558
1877.362,0.512637157961205,0.35170108937788,0.160936068583324
1877.844,0.493107903358801,0.350588945470998,0.142518957887803
1878.327,0.500146372012434,0.349418769285244,0.15072760272719
1878.809,0.474388232360095,0.348195587012783,0.126192645347312
1879.291,0.468771519376912,0.346917222423962,0.12185429695295
1879.773,0.450530012613779,0.345583872910797,0.104946139702982
1880.255,0.443153651631697,0.344195744297123,0.0989579073345738
1880.737,0.416601146001781,0.342753050807029,0.073848095194752
1881.219,0.430213345305191,0.341256015032006,0.0889573302731848
1881.701,0.414476109133119,0.339704867896812,0.0747712412363066
1882.184,0.390463684493387,0.33809646287892,0.0523672216144671
1882.666,0.391579466398717,0.336437707960915,0.0551417584378022
1883.148,0.388102381661223,0.334725584635192,0.053376797026031
1883.63,0.380911489911913,0.332960356809714,0.0479511331021987
1884.112,0.373481030791666,0.3311422965359,0.0423387342557661
1884.594,0.359063793951183,0.329271683966905,0.0297921099842778
1885.076,0.341603949050988,0.327348807314662,0.0142551417363259
1885.558,0.343657865761362,0.325373962805686,0.0182839029556756
1886.041,0.298255122867406,0.323343196772813,-0.0250880739054072
1886.522,0.325101552743636,0.32126959492274,0.00383195782089624
1887.005,0.30321050192752,0.319136234051863,-0.0159257321243428
1887.487,0.302299992185347,0.316956534208947,-0.0146565420236005
1887.969,0.277266262550061,0.314726466932385,-0.0374602043823243
1888.451,0.260116592749942,0.312446375555693,-0.0523297828057517
1888.933,0.261509452522798,0.310116611083474,-0.0486071585606757
1889.415,0.250736631615975,0.307737532137592,-0.0570009005216167
1889.897,0.221739329786288,0.305309504902175,-0.0835701751158863
1890.379,0.221863686800017,0.302832903067459,-0.0809692162674421
1890.862,0.21873116360501,0.300302819779305,-0.0815716561742947
1891.344,0.184366947846005,0.297730120782118,-0.113363172936113
1891.826,0.193021520285249,0.295110013543142,-0.102088493257893
1892.308,0.165113570726543,0.292442901207662,-0.127329330481119
1892.79,0.162106648982984,0.28972919412909,-0.127622545146106
1893.272,0.15762537487694,0.286969309806035,-0.129343934929096
1893.754,0.138987158240013,0.284163672818287,-0.145176514578273
1894.236,0.111896148913004,0.281312714761705,-0.1694165658487
1894.719,0.114722309539403,0.278410819866617,-0.163688510327215
1895.201,0.0944142145924758,0.275470450466858,-0.181056235874382
1895.683,0.0737744865325354,0.272486097160403,-0.198711610627867
1896.165,0.0896774152369275,0.269458218948859,-0.179780803711932
1896.647,0.0714204205920339,0.26638728150829,-0.194966860916256
1897.129,0.0746990324932462,0.263273757117787,-0.188574724624541
1897.611,0.0471553008449597,0.260118124587069,-0.212962823742109
1898.093,0.0562592755605209,0.256920869183033,-0.200661593622512
1898.575,0.0321056365621928,0.253682482555354,-0.221576845993162
1899.058,0.0187751883774325,0.250396617825807,-0.231621429448375
1899.54,0.00736071195315091,0.247077386126084,-0.239716674172933
1900.022,-0.00442541836504873,0.243718536754784,-0.248143955119833
1900.504,0.00634113738052733,0.240320586141666,-0.233979448761139
1900.986,-0.0352009608436639,0.23688405671257,-0.272085017556234
1901.468,-0.036814573062415,0.233409476809322,-0.270224049871737
1901.95,-0.0539097092918013,0.22989738060869,-0.283807089900491
1902.432,-0.0736560295392366,0.226348308040494,-0.300004337579731
1902.915,-0.0782065676129484,0.222755328412942,-0.300961896025891
1903.397,-0.0820414756849246,0.219133871634201,-0.301175347319125
1903.879,-0.0790356977453115,0.215477093123895,-0.294512790869207
1904.361,-0.0921199037670704,0.211785554998559,-0.303905458765629
1904.843,-0.106403753714623,0.20805982470503,-0.314463578419653
1905.325,-0.113582147543895,0.204300474933441,-0.317882622477335
1905.807,-0.127154165202349,0.20050808352939,-0.327662248731739
1906.289,-0.140026746628998,0.196683233405354,-0.336709980034351
1906.771,-0.159128341754442,0.192826512451261,-0.351954854205703
1907.254,-0.165689452514243,0.188930414956687,-0.354619867470931
1907.736,-0.170150284595376,0.18501167244269,-0.355161957038066
1908.218,-0.197175320116749,0.18106285298241,-0.378238173099159
1908.7,-0.198069208975607,0.177084563476203,-0.37515377245181
1909.182,-0.197354601060933,0.173077415343599,-0.370432016404532
1909.664,-0.201069596253475,0.169042024429532,-0.370111620683008
1910.146,-0.209666964425786,0.164979010909908,-0.374645975335694
1910.628,-0.213141955442236,0.160888999196488,-0.374030954638724
1911.111,-0.210509849563447,0.156764050657873,-0.367273900221321
1911.593,-0.228844485626421,0.152621879520215,-0.381466365146637
1912.075,-0.251033294077576,0.148454609203241,-0.399487903280817
1912.557,-0.259295054748883,0.144262880106259,-0.403557934855141
1913.039,-0.275112487464281,0.140047336379298,-0.415159823843578
1913.521,-0.271760982039709,0.135808625824288,-0.407569607863997
1914.003,-0.286761078283149,0.131547399795752,-0.418308478078901
1914.485,-0.297371175994638,0.127264313100905,-0.424635489095542
1914.968,-0.30601356374105,0.122951072257011,-0.428964635998062
1915.449,-0.312231004982404,0.118635193601647,-0.430866198584051
1915.932,-0.305987864182548,0.114281452655318,-0.420269316837866
1916.414,-0.325598195402403,0.10991749773971,-0.435515693142113
1916.896,-0.351933926971963,0.105535005846398,-0.457468932818361
1917.378,-0.335436498644242,0.101134650378447,-0.436571149022689
1917.86,-0.37812166016451,0.0967171074782772,-0.474838767642787
1918.342,-0.370577571270346,0.0922830559239412,-0.462860627194287
1918.824,-0.38397150169164,0.0878331770250783,-0.471804678716718
1919.306,-0.415081821150654,0.0833681545183979,-0.498449975669052
1919.789,-0.384298596057828,0.0788793663842957,-0.463177962442124
1920.271,-0.417334642517602,0.0743860892058762,-0.491720731723478
1920.753,-0.415571477135614,0.0698797345765239,-0.485451211712138
1921.235,-0.422491329603798,0.0653609948933841,-0.487852324497182
1921.717,-0.429647159606589,0.0608305644528176,-0.490477724059406
1922.199,-0.452510696820934,0.0562891393439527,-0.508799836164886
1922.681,-0.441385290916351,0.05173741734191,-0.493122708258261
1923.163,-0.455926131554921,0.0471760978008157,-0.503102229355737
1923.646,-0.487039783380379,0.0425963910089058,-0.529636174389284
1924.128,-0.490616295845552,0.0380179639614215,-0.528634259806973
1924.61,-0.502377903795171,0.033432047298429,-0.5358099510936
1925.092,-0.498987606861935,0.0288393456177407,-0.527826952479675
1925.574,-0.505106104671246,0.0242405645576207,-0.529346669228866
1926.056,-0.528202036841265,0.0196364106886109,-0.547838447529875
1926.538,-0.526798152982938,0.0150275914051456,-0.541825744388083
1927.02,-0.532010832700017,0.0104148148171089,-0.542425647517126
1927.502,-0.53778690558909,0.00579878964121261,-0.543585695230303
1927.985,-0.541317334251598,0.00117064086074758,-0.542487975112346
1928.467,-0.559372382022108,-0.00344975651517892,-0.555922625506929
1928.949,-0.569323501710773,-0.00807127230190231,-0.561252229408871
1929.431,-0.580169292885799,-0.0126931964425819,-0.567476096443217
1929.913,-0.583575715108353,-0.0173148188177355,-0.566260896290617
1930.395,-0.569652687932617,-0.0219354293541693,-0.547717258578448
1930.877,-0.589458420905792,-0.0265543181338423,-0.56290410277195
1931.359,-0.589279423568151,-0.031170775502754,-0.558108648065397
1931.842,-0.589125466648529,-0.0357936596196257,-0.553331807028903
1932.324,-0.60471497705112,-0.0404031180822459,-0.564311858968874
1932.806,-0.604755005721323,-0.045008017375557,-0.559746988345766
1933.288,-0.602694132171901,-0.0496076499907942,-0.553086482181107
1933.77,-0.609279445908825,-0.0542013092268474,-0.555078136681978
1934.252,-0.611839226431275,-0.0587882892986081,-0.553050937132667
1934.734,-0.614421903231701,-0.0633678854451927,-0.551054017786508
1935.216,-0.614705575795814,-0.0679393940380311,-0.546766181757782
1935.698,-0.636495843602646,-0.0725021126887619,-0.563993730913884
1936.181,-0.630201805200453,-0.0770647765359529,-0.553137028664501
1936.663,-0.636266001662317,-0.0816077917681524,-0.554658209894165
1937.145,-0.634021481762964,-0.0861399169639745,-0.54788156479899
1937.627,-0.656591304954912,-0.0906604557744173,-0.565930849180494
1938.109,-0.659735500684111,-0.0951687136272224,-0.564566787056888
1938.591,-0.650136728389992,-0.0996639978333893,-0.550472730556602
1939.073,-0.673356247505478,-0.104145617693403,-0.569210629812075
1939.555,-0.66861796745701,-0.108612884603129,-0.560005082853881
1940.038,-0.693936304780809,-0.113074333037741,-0.580861971743068
1940.52,-0.671853444407756,-0.117510803813039,-0.554342640594716
1941.002,-0.673004883110277,-0.121930868040615,-0.551074015069662
1941.484,-0.707684460289165,-0.126333846555773,-0.581350613733392
1941.966,-0.686477375338889,-0.130719062813856,-0.555758312525033
1942.448,-0.702092347647579,-0.135085842994021,-0.567006504653557
1942.93,-0.701214626597096,-0.139433516102565,-0.561781110494531
1943.412,-0.690507911563035,-0.143761414075796,-0.546746497487239
1943.895,-0.698930566992978,-0.148077786809749,-0.550852780183229
1944.376,-0.710245397015406,-0.152355227625924,-0.557890169389482
1944.859,-0.707399880777789,-0.156628647277376,-0.550771233500413
1945.341,-0.713662743177835,-0.160870779063621,-0.552791964114214
1945.823,-0.723608898377915,-0.165089841566723,-0.558519056811192
1946.305,-0.708883045716593,-0.169285186445148,-0.539597859271445
1946.787,-0.715195684526371,-0.173456168994408,-0.541739515531963
1947.269,-0.726219844133684,-0.177602148245925,-0.548617695887759
1947.751,-0.712186783858957,-0.181722487065322,-0.530464296793635
1948.233,-0.726203283016616,-0.185816552250119,-0.540386730766497
1948.716,-0.744990493325684,-0.189892124323359,-0.555098369002325
1949.198,-0.722834338993021,-0.193931701085478,-0.528902637907543
1949.68,-0.740527031998823,-0.19794312788132,-0.542583904117504
1950.162,-0.744966011633771,-0.201925788209835,-0.543040223423936
1950.644,-0.745844727182686,-0.20587906998123,-0.539965657201456
1951.126,-0.732222547924543,-0.209802365610864,-0.522420182313679
1951.608,-0.7369857031325,-0.213695072112403,-0.523290631020097
1952.09,-0.747273852073938,-0.21755659119028,-0.529717260883659
1952.573,-0.74818885418275,-0.221394241400894,-0.526794612781856
1953.055,-0.73426589808366,-0.225191542200599,-0.509074355883061
1953.537,-0.747589663484128,-0.228955888542675,-0.518633774941453
1954.019,-0.738704089628616,-0.232686701815296,-0.50601738781332
1954.501,-0.731910685755931,-0.236383408548872,-0.495527277207059
1954.983,-0.73083977109923,-0.24004544050397,-0.49079433059526
1955.465,-0.749620304886086,-0.243672234758458,-0.505948070127628
1955.947,-0.730184916338477,-0.247263233793827,-0.48292168254465
1956.429,-0.738420034672806,-0.25081788558069,-0.487602149092117
1956.912,-0.726111286635366,-0.254342903189676,-0.47176838344569
1957.394,-0.740742766059707,-0.257823148547089,-0.482919617512618
1957.876,-0.7064436099805,-0.261265423240706,-0.445178186739794
1958.358,-0.714508177592169,-0.264669198047692,-0.449838979544477
1958.84,-0.714644578083721,-0.268033949649068,-0.446610628434653
1959.322,-0.720638410638749,-0.271359160709988,-0.449279249928761
1959.804,-0.72070698443547,-0.274644319959063,-0.446062664476406
1960.286,-0.726414438646735,-0.277888922266753,-0.448525516379982
1960.769,-0.717906587519231,-0.281099072064533,-0.436807515454698
1961.251,-0.720901529742203,-0.284260983346818,-0.436640546395385
1961.733,-0.708026449864672,-0.287380858917945,-0.420645590946727
1962.215,-0.722335017038318,-0.290458218994263,-0.431876798044056
1962.697,-0.704600440409589,-0.293492590311775,-0.411107850097813
1963.179,-0.710921709119738,-0.296483506198725,-0.414438202921012
1963.661,-0.714446562304822,-0.299430506647136,-0.415016055657686
