group,kind,keep,path,dup_with
50,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\8. 贝叶斯网络 + 证据理论案例：无人机故障诊断题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\8. 贝叶斯网络 + 证据理论案例：无人机故障诊断题目+源代码(1).docx
50,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\8. 贝叶斯网络 + 证据理论案例：无人机故障诊断题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\8. 贝叶斯网络 + 证据理论案例：无人机故障诊断题目+源代码(1).docx
51,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\9. 随机森林 + AHP案例：慢性病患病风险评估题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\9. 随机森林 + AHP案例：慢性病患病风险评估题目+源代码(1).docx
51,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\9. 随机森林 + AHP案例：慢性病患病风险评估题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\9. 随机森林 + AHP案例：慢性病患病风险评估题目+源代码(1).docx
52,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\【评价类】创新型算法汇总(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\【评价类】创新型算法汇总(1).docx
52,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\【评价类】创新型算法汇总.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\评价类创新型算法+源代码\【评价类】创新型算法汇总(1).docx
53,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\【预测类】创新型算法汇总(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\【预测类】创新型算法汇总(1).docx
53,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\【预测类】创新型算法汇总.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\【预测类】创新型算法汇总(1).docx
54,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 10：基于 LightGBM-Stacking 模型的互联网企业用户流失预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 10：基于 LightGBM-Stacking 模型的互联网企业用户流失预测题目+源代码(1).docx
54,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 10：基于 LightGBM-Stacking 模型的互联网企业用户流失预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 10：基于 LightGBM-Stacking 模型的互联网企业用户流失预测题目+源代码(1).docx
55,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 11：基于 FNN-GA 模型的湖泊水质污染指数预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 11：基于 FNN-GA 模型的湖泊水质污染指数预测题目+源代码(1).docx
55,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 11：基于 FNN-GA 模型的湖泊水质污染指数预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 11：基于 FNN-GA 模型的湖泊水质污染指数预测题目+源代码(1).docx
56,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 12：基于 SARIMA-GARCH 模型的黄金期货价格波动率预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 12：基于 SARIMA-GARCH 模型的黄金期货价格波动率预测题目+源代码(1).docx
56,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 12：基于 SARIMA-GARCH 模型的黄金期货价格波动率预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 12：基于 SARIMA-GARCH 模型的黄金期货价格波动率预测题目+源代码(1).docx
57,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 13：基于 DT-AdaBoost 模型的新能源汽车电池故障诊断预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 13：基于 DT-AdaBoost 模型的新能源汽车电池故障诊断预测题目+源代码(1).docx
57,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 13：基于 DT-AdaBoost 模型的新能源汽车电池故障诊断预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 13：基于 DT-AdaBoost 模型的新能源汽车电池故障诊断预测题目+源代码(1).docx
58,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 14：基于 LSTM-SVR 模型的风电场风速短期预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 14：基于 LSTM-SVR 模型的风电场风速短期预测题目+源代码(1).docx
58,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 14：基于 LSTM-SVR 模型的风电场风速短期预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 14：基于 LSTM-SVR 模型的风电场风速短期预测题目+源代码(1).docx
59,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 15：基于混沌时间序列 - PSO-BP 模型的股票市场指数预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 15：基于混沌时间序列 - PSO-BP 模型的股票市场指数预测题目+源代码(1).docx
59,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 15：基于混沌时间序列 - PSO-BP 模型的股票市场指数预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 15：基于混沌时间序列 - PSO-BP 模型的股票市场指数预测题目+源代码(1).docx
60,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 1：基于 ARIMA-LSTM 模型的城市短期电力负荷预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 1：基于 ARIMA-LSTM 模型的城市短期电力负荷预测题目+源代码(1).docx
60,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 1：基于 ARIMA-LSTM 模型的城市短期电力负荷预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 1：基于 ARIMA-LSTM 模型的城市短期电力负荷预测题目+源代码(1).docx
61,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 2：基于 RF-GA 模型的城市二手房价格预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 2：基于 RF-GA 模型的城市二手房价格预测题目+源代码(1).docx
61,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 2：基于 RF-GA 模型的城市二手房价格预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 2：基于 RF-GA 模型的城市二手房价格预测题目+源代码(1).docx
62,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 3：基于 CNN-LSTM 模型的城市区域交通流量预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 3：基于 CNN-LSTM 模型的城市区域交通流量预测题目+源代码(1).docx
62,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 3：基于 CNN-LSTM 模型的城市区域交通流量预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 3：基于 CNN-LSTM 模型的城市区域交通流量预测题目+源代码(1).docx
63,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 4：基于 SVM-PSO 模型的中小企业信用评分预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 4：基于 SVM-PSO 模型的中小企业信用评分预测题目+源代码(1).docx
63,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 4：基于 SVM-PSO 模型的中小企业信用评分预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 4：基于 SVM-PSO 模型的中小企业信用评分预测题目+源代码(1).docx
64,INNER,keep,"2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 5：基于 GM (1,1)-BP 模型的稀有金属月度价格预测题目+源代码(1).docx","2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 5：基于 GM (1,1)-BP 模型的稀有金属月度价格预测题目+源代码(1).docx"
64,INNER,dup,"2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 5：基于 GM (1,1)-BP 模型的稀有金属月度价格预测题目+源代码.docx","2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 5：基于 GM (1,1)-BP 模型的稀有金属月度价格预测题目+源代码(1).docx"
65,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 6：基于 GRU-Attention 模型的流域长期降水量预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 6：基于 GRU-Attention 模型的流域长期降水量预测题目+源代码(1).docx
65,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 6：基于 GRU-Attention 模型的流域长期降水量预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 6：基于 GRU-Attention 模型的流域长期降水量预测题目+源代码(1).docx
66,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 7：基于 XGBoost - 贝叶斯优化模型的电商平台 “618” 大促销量预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 7：基于 XGBoost - 贝叶斯优化模型的电商平台 “618” 大促销量预测题目+源代码(1).docx
66,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 7：基于 XGBoost - 贝叶斯优化模型的电商平台 “618” 大促销量预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 7：基于 XGBoost - 贝叶斯优化模型的电商平台 “618” 大促销量预测题目+源代码(1).docx
67,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 8：基于马尔可夫链 - ETS 模型的连锁超市生鲜产品短期需求预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 8：基于马尔可夫链 - ETS 模型的连锁超市生鲜产品短期需求预测题目+源代码(1).docx
67,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 8：基于马尔可夫链 - ETS 模型的连锁超市生鲜产品短期需求预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 8：基于马尔可夫链 - ETS 模型的连锁超市生鲜产品短期需求预测题目+源代码(1).docx
68,INNER,keep,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 9：基于小波分析 - LSTM 模型的人民币兑欧元汇率预测题目+源代码(1).docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 9：基于小波分析 - LSTM 模型的人民币兑欧元汇率预测题目+源代码(1).docx
68,INNER,dup,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 9：基于小波分析 - LSTM 模型的人民币兑欧元汇率预测题目+源代码.docx,2026数学建模核心资料\2025国赛创新型算法+源代码汇总！\预测类创新型算法+源代码\案例 9：基于小波分析 - LSTM 模型的人民币兑欧元汇率预测题目+源代码(1).docx
69,INNER,keep,2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（1）(1).docx,2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（1）(1).docx
69,INNER,dup,2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（1）.docx,2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（1）(1).docx
70,INNER,keep,2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（2）(1).docx,2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（2）(1).docx
70,INNER,dup,2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（2）.docx,2026数学建模核心资料\AI工具使用详情Word模版\AI 工具使用详情（2）(1).docx
71,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——二次规划\二次规划算法.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——二次规划\二次规划算法.docx
71,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——二次规划\二次规划算法.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——二次规划\二次规划算法.docx
72,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——单目标规划与多目标规划\多目标规划matlab程序实现【公众号：数学建模老哥】.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——单目标规划与多目标规划\多目标规划matlab程序实现【公众号：数学建模老哥】.doc
72,INNER,dup,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——单目标规划与多目标规划\程序包：多目标规划matlab程序实现 .doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——单目标规划与多目标规划\多目标规划matlab程序实现【公众号：数学建模老哥】.doc
72,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——单目标规划与多目标规划\多目标规划matlab程序实现【公众号：数学建模老哥】.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——单目标规划与多目标规划\多目标规划matlab程序实现【公众号：数学建模老哥】.doc
72,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——单目标规划与多目标规划\程序包：多目标规划matlab程序实现 .doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——单目标规划与多目标规划\多目标规划matlab程序实现【公众号：数学建模老哥】.doc
73,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——混合整数规划\混合整数规划Matlab代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——混合整数规划\混合整数规划Matlab代码.txt
73,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——混合整数规划\混合整数规划Matlab代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——混合整数规划\混合整数规划Matlab代码.txt
74,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——粒子群算法\粒子群算法PSO源代码 MATLAB.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——粒子群算法\粒子群算法PSO源代码 MATLAB.docx
74,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——粒子群算法\粒子群算法PSO源代码 MATLAB.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——粒子群算法\粒子群算法PSO源代码 MATLAB.docx
75,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab多元非线性回归教程.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab多元非线性回归教程.doc
75,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——非线性规划\matlab多元非线性回归教程.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab多元非线性回归教程.doc
75,INNER,dup,2026数学建模核心资料\美赛按题目题型分类常用算法代码程序包！\美赛照题目分类程序包【数学建模老哥】\美赛A题常见参考代码【数学建模老哥】\多元非线性回归代码【数学建模老哥】\matlab多元非线性回归教程.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab多元非线性回归教程.doc
75,INNER,dup,2026数学建模核心资料\美赛按题目题型分类常用算法代码程序包！\美赛照题目分类程序包【数学建模老哥】\美赛F题常见参考代码【数学建模老哥】\多元非线性回归代码【数学建模老哥】\matlab多元非线性回归教程.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab多元非线性回归教程.doc
76,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab求解非线性规划.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab求解非线性规划.doc
76,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——非线性规划\matlab求解非线性规划.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\matlab求解非线性规划.doc
77,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\非线性规划模型Python代码【公众号：数学建模老哥】.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\非线性规划模型Python代码【公众号：数学建模老哥】.docx
77,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——非线性规划\非线性规划模型Python代码【公众号：数学建模老哥】.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备优化模型——非线性规划\非线性规划模型Python代码【公众号：数学建模老哥】.docx
78,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-MEANS算法(K均值算法).doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-MEANS算法(K均值算法).doc
78,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备分类模型——K-means分类及代码\K-MEANS算法(K均值算法).doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-MEANS算法(K均值算法).doc
79,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-Means聚类算法 Matlab代码.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-Means聚类算法 Matlab代码.docx
79,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备分类模型——K-means分类及代码\K-Means聚类算法 Matlab代码.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-Means聚类算法 Matlab代码.docx
80,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-Means聚类算法.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-Means聚类算法.doc
80,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备分类模型——K-means分类及代码\K-Means聚类算法.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——K-means分类及代码\K-Means聚类算法.doc
81,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——决策树分类及代码\决策树模型案例实例.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——决策树分类及代码\决策树模型案例实例.doc
81,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备分类模型——决策树分类及代码\决策树模型案例实例.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备分类模型——决策树分类及代码\决策树模型案例实例.doc
82,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——topsis模型\Topsis算法综合评价代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——topsis模型\Topsis算法综合评价代码.txt
82,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——topsis模型\Topsis算法综合评价代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——topsis模型\Topsis算法综合评价代码.txt
83,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析代码.txt
83,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——主成分分析法\主成分分析代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析代码.txt
84,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析法的原理应用及计算步骤.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析法的原理应用及计算步骤.doc
84,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——主成分分析法\主成分分析法的原理应用及计算步骤.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析法的原理应用及计算步骤.doc
85,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析降维代码（直接调用版）.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析降维代码（直接调用版）.doc
85,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——主成分分析法\主成分分析降维代码（直接调用版）.doc,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——主成分分析法\主成分分析降维代码（直接调用版）.doc
86,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——因子分析法\数学建模常用模型13：因子分析法.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——因子分析法\数学建模常用模型13：因子分析法.txt
86,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——因子分析法\数学建模常用模型13：因子分析法.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——因子分析法\数学建模常用模型13：因子分析法.txt
87,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法.txt
87,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——层次分析法\层次分析法.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法.txt
88,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法matlab程序.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法matlab程序.txt
88,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——层次分析法\层次分析法matlab程序.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法matlab程序.txt
89,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法代码.txt
89,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——层次分析法\层次分析法代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法代码.txt
90,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法的基本代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法的基本代码.txt
90,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——层次分析法\层次分析法的基本代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——层次分析法\层次分析法的基本代码.txt
91,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价matlab代码.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价matlab代码.docx
91,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——模糊综合评价\模糊综合评价matlab代码.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价matlab代码.docx
92,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价代码.txt
92,INNER,dup,2026数学建模核心资料\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——模糊综合评价\模糊综合评价代码.txt,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价代码.txt
93,INNER,keep,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价模型.docx,2026数学建模核心资料\国赛B题必备模型+代码资料合集\国赛B题必备评价模型——模糊综合评价\模糊综合评价模型.docx
