category,relpath,detail
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——LSTM模型\LSTM时间序列神经网络预测MATLAB代码.zip,普通资料包（1 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——LSTM模型\时间序列预测（LSTM模型）python代码实现.zip,普通资料包（18 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——回归分析\Matlab的回归分析.rar,普通资料包（9 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——时间序列分析\matlab时间序列分析代码.rar,普通资料包（5 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——灰色预测模型\灰色预测.rar,普通资料包（1 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备预测模型——灰色预测模型\灰色预测的MATLAB代码实现.zip,普通资料包（3 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备：数学建模各类创新型算法汇总！\【神经网络】评价预测和优化赛题代码\【评价类】基于随机森林思想的组合分类器设计——乳腺癌诊断【公众号：数学建模老哥】\chapter30\RF_MexStandalone-v0.02.zip,普通资料包（65 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备：数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总\【源码】基于贝叶斯优化的LSTM时间序列预测【公众号：数学建模老哥】.zip,普通资料包（4 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备：数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总\【预测】贝叶斯优化LSTM预测模型 Matlab代码【公众号：数学建模老哥】.zip,普通资料包（7 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备：数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总（2）\【代码】GA-LSTM 遗传算法优化的lstm 预测代码【公众号：数学建模老哥】.zip,普通资料包（5 条目）
normal,数学建模国赛速成资料汇总！\国赛B题必备模型+代码资料合集\国赛B题必备：数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总（2）\【代码】python遗传算法优化lstm实现时间序列预测【公众号：数学建模老哥】.rar,普通资料包（4 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——0-1整数规划\0-1整数规划的MATLAB源码.zip,普通资料包（2 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——0-1整数规划\0-1规划的两种求解（模拟退火及Lingo求解）.rar,普通资料包（10 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——二次规划\二次规划Matlab程序.rar,普通资料包（1 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——二次规划\序列二次规划法及matlab代码.zip,普通资料包（15 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——动态规划\动态规划解决背包问题 MATLAB.zip,普通资料包（3 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——单目标规划与多目标规划\单目标优化（含约束）.zip,普通资料包（2 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——单目标规划与多目标规划\优化类赛题——单目标规划与多目标规划\单目标优化（含约束）.zip,普通资料包（2 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——整数规划\整数规划：分支定界算法代码.zip,普通资料包（4 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——整数规划\整数规划：割平面算法代码.zip,普通资料包（2 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——模拟退火算法\模拟退火工具箱satools.zip,普通资料包（90 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——模拟退火算法\模拟退火算法.rar,普通资料包（6 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——模拟退火算法\模拟退火算法的matlab示例.zip,普通资料包（20 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——粒子群算法\粒子群算法优化RBF网络.rar,普通资料包（7 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——粒子群算法\粒子群算法遗传算法学习资料+工具箱+代码.zip,普通资料包（49 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——线性规划模型\01型整数线性规划.zip,普通资料包（7 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——线性规划模型\线性规划.rar,普通资料包（8 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——遗传算法\基于 python 实现的遗传算法解决旅行商（TSP）问题.zip,普通资料包（34 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——遗传算法\遗传算法工具箱\GA.rar,普通资料包（20 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——遗传算法\遗传算法工具箱\GA2.zip,普通资料包（33 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——遗传算法\遗传算法工具箱2\遗传工具箱.rar,普通资料包（58 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——随机规划\基于遗传算法的随机规划（matlab）.zip,普通资料包（10 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——非线性规划\第6讲 非线性规划.rar,普通资料包（17 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备优化模型——非线性规划\非线性规划.rar,普通资料包（17 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备分类模型——决策树分类及代码\数学建模-决策树的预测模型的Python实现.rar,普通资料包（4 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——topsis模型\TOPSIS模型具体步骤及代码.zip,普通资料包（8 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——主成分分析法\pca主成分分析.zip,普通资料包（12 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——主成分分析法\主成分分析法步骤，例子.rar,普通资料包（1 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——主成分分析法\主成分分析法的MATLAB代码实现.zip,普通资料包（4 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——因子分析法\因子分析法MATLAB程序.rar,普通资料包（1 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——层次分析法\层次分析法建模.rar,普通资料包（1 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——模糊综合评价\模糊综合评价富营养化评价.rar,普通资料包（2 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——灰色关联分析法\最容易掌握灰色关联分析法的教程.zip,普通资料包（1 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——灰色关联分析法\灰色关联分析法MATLAB实现.zip,普通资料包（7 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——神经网络算法\神经网络算法MATLAB程序.rar,普通资料包（12 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——神经网络算法\神经网络详细的预测内容.zip,普通资料包（2 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备评价模型——神经网络算法\神经网络预测.zip,普通资料包（2 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备预测模型——Logistic模型\Logistic回归模型.zip,普通资料包（3 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备预测模型——LSTM模型\LSTM时间序列神经网络预测MATLAB代码.zip,普通资料包（1 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备预测模型——LSTM模型\时间序列预测（LSTM模型）python代码实现.zip,普通资料包（18 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备预测模型——回归分析\Matlab的回归分析.rar,普通资料包（9 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备预测模型——时间序列分析\matlab时间序列分析代码.rar,普通资料包（5 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备预测模型——灰色预测模型\灰色预测.rar,普通资料包（1 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备预测模型——灰色预测模型\灰色预测的MATLAB代码实现.zip,普通资料包（3 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备：数学建模各类创新型算法汇总！\【神经网络】评价预测和优化赛题代码\【评价类】基于随机森林思想的组合分类器设计——乳腺癌诊断【公众号：数学建模老哥】\chapter30\RF_MexStandalone-v0.02.zip,普通资料包（65 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备：数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总\【源码】基于贝叶斯优化的LSTM时间序列预测【公众号：数学建模老哥】.zip,普通资料包（4 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备：数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总\【预测】贝叶斯优化LSTM预测模型 Matlab代码【公众号：数学建模老哥】.zip,普通资料包（7 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备：数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总（2）\【代码】GA-LSTM 遗传算法优化的lstm 预测代码【公众号：数学建模老哥】.zip,普通资料包（5 条目）
normal,数学建模国赛速成资料汇总！\国赛C题必备模型+代码资料合集\国赛C题必备：数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总（2）\【代码】python遗传算法优化lstm实现时间序列预测【公众号：数学建模老哥】.rar,普通资料包（4 条目）
normal,数学建模国赛速成资料汇总！\数学建模各类创新型算法汇总！\【神经网络】评价预测和优化赛题代码\【评价类】基于随机森林思想的组合分类器设计——乳腺癌诊断【公众号：数学建模老哥】\chapter30\RF_MexStandalone-v0.02.zip,普通资料包（65 条目）
normal,数学建模国赛速成资料汇总！\数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总\【源码】基于贝叶斯优化的LSTM时间序列预测【公众号：数学建模老哥】.zip,普通资料包（4 条目）
normal,数学建模国赛速成资料汇总！\数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总\【预测】贝叶斯优化LSTM预测模型 Matlab代码【公众号：数学建模老哥】.zip,普通资料包（7 条目）
normal,数学建模国赛速成资料汇总！\数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总（2）\【代码】GA-LSTM 遗传算法优化的lstm 预测代码【公众号：数学建模老哥】.zip,普通资料包（5 条目）
normal,数学建模国赛速成资料汇总！\数学建模各类创新型算法汇总！\【预测模型】改进或组合预测模型汇总（2）\【代码】python遗传算法优化lstm实现时间序列预测【公众号：数学建模老哥】.rar,普通资料包（4 条目）
